,id,sv_cluster,hv1_cluster,hv2_cluster
2175,WHO_M_2024_opa_11,4,2,7
2176,WHO_M_2024_opa_2,2,2,1
2177,WHO_M_2024_opa_3,2,2,7
2178,WHO_M_2024_opa_4,1,4,2
2179,WHO_M_2024_opa_5,1,1,5
2180,WHO_M_2024_opa_6,1,4,5
2181,WHO_M_2024_opa_7,2,4,5
2182,WHO_M_2024_opa_8,2,4,8
2183,WHO_M_2024_opa_9,2,10,1
2184,WHO_N_2024_opa_1,1,1,2
2185,WHO_N_2024_opa_10,1,5,2
2186,WHO_N_2024_opa_11,1,1,2
2187,WHO_N_2024_opa_2,1,1,4
2188,WHO_N_2024_opa_3,2,1,4
2189,WHO_N_2024_opa_4,1,1,4
2190,WHO_N_2024_opa_5,2,20,6
2191,WHO_N_2024_opa_6,1,13,6
2192,WHO_N_2024_opa_7,1,1,2
2193,WHO_N_2024_opa_8,1,5,2
2194,WHO_N_2024_opa_9,1,5,1
2195,WHO_O_2024_opa_1,2,3,4
2196,WHO_O_2024_opa_10,3,2,3
2197,WHO_O_2024_opa_11,1,1,4
2198,WHO_O_2024_opa_2,2,7,3
2199,WHO_O_2024_opa_3,1,2,4
2200,WHO_O_2024_opa_4,1,1,2
2201,WHO_O_2024_opa_5,1,5,1
2202,WHO_O_2024_opa_6,1,16,2
2203,WHO_O_2024_opa_7,1,2,2
2204,WHO_O_2024_opa_8,1,1,4
2205,WHO_O_2024_opa_9,1,10,1
2206,WHO_P_2024_opa_1,1,1,5
2207,WHO_P_2024_opa_10,2,10,3
2208,WHO_P_2024_opa_11,4,2,7
2209,WHO_P_2024_opa_2,1,4,5
2210,WHO_P_2024_opa_3,1,10,1
2211,WHO_P_2024_opa_4,1,4,5
2212,WHO_P_2024_opa_5,1,4,5
2213,WHO_P_2024_opa_6,2,2,3
2214,WHO_P_2024_opa_7,2,4,5
2215,WHO_P_2024_opa_8,2,10,1
2216,WHO_P_2024_opa_9,2,10,1
2217,WHO_Q_2024_opa_1,1,18,1
2218,WHO_Q_2024_opa_10,2,10,1
2219,WHO_Q_2024_opa_11,2,16,3
2220,WHO_Q_2024_opa_2,1,2,7
2221,WHO_Q_2024_opa_3,1,9,5
2222,WHO_Q_2024_opa_4,2,3,4
2223,WHO_Q_2024_opa_5,1,18,3
2224,WHO_Q_2024_opa_6,1,10,1
2225,WHO_Q_2024_opa_7,1,1,2
2226,WHO_Q_2024_opa_8,1,1,4
2227,WHO_Q_2024_opa_9,2,10,1
2228,WHO_R_2024_opa_1,2,1,2
2229,WHO_R_2024_opa_10,3,3,4
2230,WHO_R_2024_opa_11,2,8,9
2231,WHO_R_2024_opa_2,2,2,3
2232,WHO_R_2024_opa_3,1,6,8
2233,WHO_R_2024_opa_4,4,2,1
2234,WHO_R_2024_opa_5,1,3,7
2235,WHO_R_2024_opa_6,2,8,9
2236,WHO_R_2024_opa_7,2,4,6
2237,WHO_R_2024_opa_8,2,2,3
2238,WHO_R_2024_opa_9,2,8,9
2239,WHO_S2_2024_opa_1,2,4,5
2240,WHO_S2_2024_opa_10,1,8,9
2241,WHO_S2_2024_opa_11,4,2,7
2242,WHO_S2_2024_opa_2,1,1,5
2243,WHO_S2_2024_opa_3,1,4,5
2244,WHO_S2_2024_opa_4,1,1,5
2245,WHO_S2_2024_opa_5,3,15,2
2246,WHO_S2_2024_opa_6,1,2,3
2247,WHO_S2_2024_opa_7,2,4,5
2248,WHO_S2_2024_opa_8,1,8,9
2249,WHO_S2_2024_opa_9,4,10,1
2250,WHO_S_2024_opa_1,1,14,1
2251,WHO_S_2024_opa_10,2,3,4
2252,WHO_S_2024_opa_11,1,14,9
2253,WHO_S_2024_opa_2,1,14,9
2254,WHO_S_2024_opa_3,3,2,1
2255,WHO_S_2024_opa_4,5,2,3
2256,WHO_S_2024_opa_5,1,1,2
2257,WHO_S_2024_opa_6,1,15,2
2258,WHO_S_2024_opa_7,1,1,6
2259,WHO_S_2024_opa_8,1,15,2
2260,WHO_S_2024_opa_9,2,3,4
2261,WHO_T_2024_opa_1,1,1,3
2262,WHO_T_2024_opa_10,1,1,2
2263,WHO_T_2024_opa_11,1,19,9
2264,WHO_T_2024_opa_12,1,1,2
2265,WHO_T_2024_opa_2,1,2,3
2266,WHO_T_2024_opa_3,1,2,3
2267,WHO_T_2024_opa_4,1,1,2
2268,WHO_T_2024_opa_5,1,2,3
2269,WHO_T_2024_opa_6,1,1,2
2270,WHO_T_2024_opa_7,1,1,2
2271,WHO_T_2024_opa_8,1,4,2
2272,WHO_T_2024_opa_9,1,1,2
2273,WHO_U_2024_opa_1,2,6,8
2274,WHO_U_2024_opa_10,2,6,8
2275,WHO_U_2024_opa_11,4,2,7
2276,WHO_U_2024_opa_2,4,6,8
2277,WHO_U_2024_opa_3,2,4,2
2278,WHO_U_2024_opa_4,4,13,6
2279,WHO_U_2024_opa_5,4,2,7
2280,WHO_U_2024_opa_6,1,2,2
2281,WHO_U_2024_opa_7,2,10,1
2282,WHO_U_2024_opa_8,4,6,8
2283,WHO_U_2024_opa_9,2,10,1
2284,WHO_V_2024_opa_1,1,5,1
2285,WHO_V_2024_opa_10,1,2,3
2286,WHO_V_2024_opa_11,3,2,3
2287,WHO_V_2024_opa_2,2,4,3
2288,WHO_V_2024_opa_3,1,7,1
2289,WHO_V_2024_opa_4,1,1,6
2290,WHO_V_2024_opa_5,1,9,5
2291,WHO_V_2024_opa_6,1,1,6
2292,WHO_V_2024_opa_7,2,4,2
2293,WHO_V_2024_opa_8,1,2,3
2294,WHO_V_2024_opa_9,4,12,1
2295,WHO_W_2024_opa_1,1,1,2
2296,WHO_W_2024_opa_10,1,2,3
2297,WHO_W_2024_opa_11,2,4,2
2298,WHO_W_2024_opa_2,1,1,2
2299,WHO_W_2024_opa_3,1,2,3
2300,WHO_W_2024_opa_4,1,1,2
2301,WHO_W_2024_opa_5,1,2,3
2302,WHO_W_2024_opa_6,1,1,5
2303,WHO_W_2024_opa_7,2,9,5
2304,WHO_W_2024_opa_8,1,1,5
2305,WHO_W_2024_opa_9,3,2,1
2306,WHO_X_2024_opa_1,1,1,2
2307,WHO_X_2024_opa_10,1,2,3
2308,WHO_X_2024_opa_11,1,4,5
2309,WHO_X_2024_opa_2,2,4,2
2310,WHO_X_2024_opa_3,1,2,3
2311,WHO_X_2024_opa_4,1,1,2
2312,WHO_X_2024_opa_5,1,18,3
2313,WHO_X_2024_opa_6,1,4,5
2314,WHO_X_2024_opa_7,2,9,5
2315,WHO_X_2024_opa_8,1,2,3
2316,WHO_X_2024_opa_9,3,2,3
2317,WHO_Y_2024_opa_1,1,7,1
2318,WHO_Y_2024_opa_10,1,8,9
2319,WHO_Y_2024_opa_2,6,21,2
2320,WHO_Y_2024_opa_3,4,3,4
2321,WHO_Y_2024_opa_4,1,4,5
2322,WHO_Y_2024_opa_5,1,9,5
2323,WHO_Y_2024_opa_6,4,3,4
2324,WHO_Y_2024_opa_7,2,9,5
2325,WHO_Y_2024_opa_8,1,8,9
2326,WHO_Y_2024_opa_9,4,12,1
2327,WHO_Z_2024_opa_1,1,1,2
2328,WHO_Z_2024_opa_10,1,10,1
2329,WHO_Z_2024_opa_11,1,1,5
2330,WHO_Z_2024_opa_2,1,2,3
2331,WHO_Z_2024_opa_3,3,2,3
2332,WHO_Z_2024_opa_4,1,1,2
2333,WHO_Z_2024_opa_5,1,18,3
2334,WHO_Z_2024_opa_6,1,1,5
2335,WHO_Z_2024_opa_7,2,9,5
2336,WHO_Z_2024_opa_8,1,10,1
2337,WHO_Z_2024_opa_9,3,2,3
2338,WHO_alpha_2024_opa_1,1,7,1
2339,WHO_alpha_2024_opa_10,1,11,3
2340,WHO_alpha_2024_opa_11,2,8,9
2341,WHO_alpha_2024_opa_2,1,11,3
2342,WHO_alpha_2024_opa_3,1,9,5
2343,WHO_alpha_2024_opa_4,1,1,2
2344,WHO_alpha_2024_opa_5,1,7,3
2345,WHO_alpha_2024_opa_6,5,7,3
2346,WHO_alpha_2024_opa_7,2,9,5
2347,WHO_alpha_2024_opa_8,5,11,2
2348,WHO_alpha_2024_opa_9,1,11,3
2349,WHO_beta_2024_opa_1,3,2,2
2350,WHO_beta_2024_opa_10,2,1,4
2351,WHO_beta_2024_opa_11,1,3,4
2352,WHO_beta_2024_opa_2,3,1,6
2353,WHO_beta_2024_opa_3,4,7,3
2354,WHO_beta_2024_opa_4,3,1,6
2355,WHO_beta_2024_opa_5,1,3,4
2356,WHO_beta_2024_opa_6,1,2,2
2357,WHO_beta_2024_opa_7,1,15,6
2358,WHO_beta_2024_opa_8,3,2,2
2359,WHO_beta_2024_opa_9,1,1,2
